Size,Automata Name,Accuracy
2,aut_92.pkl,0.999500036239624
2,aut_86.pkl,0.999500036239624
2,aut_79.pkl,0.9987500309944153
2,aut_51.pkl,1.0
2,aut_9.pkl,1.0
2,aut_45.pkl,1.0
2,aut_22.pkl,0.999250054359436
2,aut_36.pkl,1.0
2,aut_37.pkl,0.9985000491142273
2,aut_23.pkl,0.9985000491142273
2,aut_35.pkl,1.0
2,aut_21.pkl,0.999250054359436
2,aut_20.pkl,0.9960000514984131
2,aut_34.pkl,0.999000072479248
2,aut_30.pkl,0.9982500672340393
2,aut_24.pkl,1.0
2,aut_18.pkl,0.999500036239624
2,aut_19.pkl,1.0
2,aut_25.pkl,0.999750018119812
2,aut_31.pkl,0.9972500205039978
2,aut_27.pkl,0.999000072479248
2,aut_33.pkl,1.0
2,aut_32.pkl,0.999500036239624
2,aut_26.pkl,0.9952500462532043
2,aut_17.pkl,0.7392500638961792
2,aut_16.pkl,0.999500036239624
2,aut_28.pkl,0.999500036239624
2,aut_14.pkl,0.999500036239624
2,aut_15.pkl,0.999500036239624
2,aut_29.pkl,0.999750018119812
2,aut_11.pkl,0.9980000257492065
2,aut_39.pkl,0.999500036239624
2,aut_38.pkl,0.9980000257492065
2,aut_10.pkl,1.0
2,aut_12.pkl,1.0
2,aut_13.pkl,0.999250054359436
2,aut_4.pkl,0.999750018119812
2,aut_48.pkl,0.999000072479248
2,aut_60.pkl,0.999750018119812
2,aut_74.pkl,1.0
2,aut_75.pkl,1.0
2,aut_61.pkl,1.0
2,aut_49.pkl,0.7317500114440918
2,aut_5.pkl,0.999750018119812
2,aut_7.pkl,0.9982500672340393
2,aut_77.pkl,0.999500036239624
2,aut_63.pkl,0.7310000061988831
2,aut_88.pkl,0.999000072479248
2,aut_89.pkl,0.999000072479248
2,aut_62.pkl,0.9987500309944153
2,aut_76.pkl,0.999750018119812
2,aut_6.pkl,0.9982500672340393
2,aut_72.pkl,1.0
2,aut_66.pkl,0.999750018119812
2,aut_2.pkl,1.0
2,aut_99.pkl,1.0
2,aut_98.pkl,0.9987500309944153
2,aut_3.pkl,1.0
2,aut_67.pkl,1.0
2,aut_73.pkl,1.0
2,aut_65.pkl,0.999750018119812
2,aut_71.pkl,1.0
2,aut_1.pkl,0.999500036239624
2,aut_59.pkl,0.9965000748634338
2,aut_58.pkl,0.8160000443458557
2,aut_70.pkl,0.999750018119812
2,aut_64.pkl,1.0
3,aut_69.pkl,0.999750018119812
3,aut_41.pkl,0.7817500233650208
3,aut_55.pkl,0.9902500510215759
3,aut_82.pkl,0.999750018119812
3,aut_96.pkl,0.999750018119812
3,aut_97.pkl,0.9970000386238098
3,aut_83.pkl,0.9972500205039978
3,aut_54.pkl,0.999750018119812
3,aut_40.pkl,0.999750018119812
3,aut_68.pkl,0.999750018119812
3,aut_100.pkl,0.9967500567436218
3,aut_56.pkl,0.8002500534057617
3,aut_42.pkl,0.999750018119812
3,aut_95.pkl,0.999500036239624
3,aut_81.pkl,0.999750018119812
3,aut_80.pkl,0.999250054359436
3,aut_94.pkl,0.999750018119812
3,aut_43.pkl,0.999750018119812
3,aut_57.pkl,0.999750018119812
3,aut_53.pkl,0.999750018119812
3,aut_47.pkl,0.999750018119812
3,aut_90.pkl,0.999750018119812
3,aut_84.pkl,0.999750018119812
3,aut_85.pkl,0.9972500205039978
3,aut_91.pkl,0.9980000257492065
3,aut_46.pkl,0.999750018119812
3,aut_52.pkl,0.999750018119812
3,aut_44.pkl,0.999750018119812
3,aut_50.pkl,0.999750018119812
3,aut_8.pkl,0.9972500205039978
3,aut_78.pkl,0.7485000491142273
3,aut_87.pkl,0.999750018119812
3,aut_93.pkl,0.999750018119812
3,aut_92.pkl,0.9945000410079956
3,aut_86.pkl,0.999500036239624
3,aut_79.pkl,0.999750018119812
3,aut_51.pkl,0.9952500462532043
3,aut_9.pkl,0.9935000538825989
3,aut_45.pkl,0.9975000619888306
3,aut_22.pkl,0.999750018119812
3,aut_36.pkl,0.9967500567436218
3,aut_37.pkl,0.9045000672340393
3,aut_23.pkl,0.9967500567436218
3,aut_35.pkl,0.9962500333786011
3,aut_21.pkl,0.999750018119812
3,aut_20.pkl,0.7475000619888306
3,aut_34.pkl,0.9975000619888306
3,aut_30.pkl,0.999750018119812
3,aut_24.pkl,0.9967500567436218
3,aut_18.pkl,0.999750018119812
3,aut_19.pkl,0.999750018119812
3,aut_25.pkl,0.999750018119812
3,aut_31.pkl,0.6865000128746033
3,aut_27.pkl,0.999750018119812
3,aut_33.pkl,0.999750018119812
3,aut_32.pkl,0.999750018119812
3,aut_26.pkl,0.999750018119812
3,aut_17.pkl,0.999250054359436
3,aut_16.pkl,0.9960000514984131
3,aut_28.pkl,0.9910000562667847
3,aut_14.pkl,0.999750018119812
3,aut_15.pkl,0.9630000591278076
3,aut_29.pkl,0.999750018119812
3,aut_11.pkl,0.999750018119812
3,aut_39.pkl,0.999000072479248
3,aut_38.pkl,0.9980000257492065
3,aut_10.pkl,0.999750018119812
3,aut_12.pkl,0.999750018119812
3,aut_13.pkl,0.9972500205039978
3,aut_4.pkl,0.999250054359436
3,aut_48.pkl,0.9980000257492065
3,aut_60.pkl,0.999750018119812
3,aut_74.pkl,0.999750018119812
3,aut_75.pkl,0.999750018119812
3,aut_61.pkl,0.999750018119812
3,aut_49.pkl,0.8320000171661377
3,aut_5.pkl,0.999500036239624
3,aut_7.pkl,0.999750018119812
3,aut_77.pkl,0.999250054359436
3,aut_63.pkl,0.999750018119812
3,aut_88.pkl,0.999750018119812
3,aut_89.pkl,0.999750018119812
3,aut_62.pkl,0.999750018119812
3,aut_76.pkl,0.999750018119812
3,aut_6.pkl,0.999750018119812
3,aut_72.pkl,0.999750018119812
3,aut_66.pkl,0.6315000057220459
3,aut_2.pkl,0.9957500696182251
3,aut_99.pkl,0.6452500224113464
3,aut_98.pkl,0.999750018119812
3,aut_3.pkl,0.999750018119812
3,aut_67.pkl,0.9950000643730164
3,aut_73.pkl,0.999750018119812
3,aut_65.pkl,0.999750018119812
3,aut_71.pkl,0.999750018119812
3,aut_1.pkl,0.999750018119812
3,aut_59.pkl,0.999250054359436
3,aut_58.pkl,0.9077500700950623
3,aut_70.pkl,0.999750018119812
3,aut_64.pkl,0.999750018119812
4,aut_69.pkl,0.9962500333786011
4,aut_41.pkl,0.9962500333786011
4,aut_55.pkl,0.6535000205039978
4,aut_82.pkl,0.9197500348091125
4,aut_96.pkl,0.8005000352859497
4,aut_97.pkl,0.7725000381469727
4,aut_83.pkl,0.999500036239624
4,aut_54.pkl,0.999000072479248
4,aut_40.pkl,0.999250054359436
4,aut_68.pkl,0.9922500252723694
4,aut_100.pkl,0.999750018119812
4,aut_56.pkl,0.6945000290870667
4,aut_42.pkl,0.9955000281333923
4,aut_95.pkl,0.999750018119812
4,aut_81.pkl,0.9947500228881836
4,aut_80.pkl,0.999750018119812
4,aut_94.pkl,0.999750018119812
4,aut_43.pkl,0.999750018119812
4,aut_57.pkl,0.7052500247955322
4,aut_53.pkl,0.9827500581741333
4,aut_47.pkl,0.9792500734329224
4,aut_90.pkl,0.7117500305175781
4,aut_84.pkl,0.6995000243186951
4,aut_85.pkl,0.999750018119812
4,aut_91.pkl,0.999750018119812
4,aut_46.pkl,0.9730000495910645
4,aut_52.pkl,0.7790000438690186
4,aut_44.pkl,0.7382500171661377
4,aut_50.pkl,0.9972500205039978
4,aut_8.pkl,0.9987500309944153
4,aut_78.pkl,0.9977500438690186
4,aut_87.pkl,0.9987500309944153
4,aut_93.pkl,0.6830000281333923
4,aut_92.pkl,0.9937500357627869
4,aut_86.pkl,0.9975000619888306
4,aut_79.pkl,0.9987500309944153
4,aut_51.pkl,0.9845000505447388
4,aut_9.pkl,0.999500036239624
4,aut_45.pkl,0.999750018119812
4,aut_22.pkl,0.9950000643730164
4,aut_36.pkl,0.9970000386238098
4,aut_37.pkl,0.8755000233650208
4,aut_23.pkl,0.999750018119812
4,aut_35.pkl,0.999750018119812
4,aut_21.pkl,0.9975000619888306
4,aut_20.pkl,0.999750018119812
4,aut_34.pkl,0.6630000472068787
4,aut_30.pkl,0.7410000562667847
4,aut_24.pkl,0.999750018119812
4,aut_18.pkl,0.7970000505447388
4,aut_19.pkl,0.9972500205039978
4,aut_25.pkl,0.7130000591278076
4,aut_31.pkl,0.9950000643730164
4,aut_27.pkl,0.9975000619888306
4,aut_33.pkl,0.936750054359436
4,aut_32.pkl,0.9882500171661377
4,aut_26.pkl,0.999250054359436
4,aut_17.pkl,0.9895000457763672
4,aut_16.pkl,0.9940000176429749
4,aut_28.pkl,0.999250054359436
4,aut_14.pkl,0.9987500309944153
4,aut_15.pkl,0.6972500085830688
4,aut_29.pkl,0.8337500691413879
4,aut_11.pkl,0.6710000038146973
4,aut_39.pkl,0.9880000352859497
4,aut_38.pkl,0.7885000109672546
4,aut_10.pkl,0.9950000643730164
4,aut_12.pkl,0.9987500309944153
4,aut_13.pkl,0.9980000257492065
4,aut_4.pkl,0.9072500467300415
4,aut_48.pkl,0.9902500510215759
4,aut_60.pkl,0.9975000619888306
4,aut_74.pkl,0.7907500267028809
4,aut_75.pkl,0.9985000491142273
4,aut_61.pkl,0.9957500696182251
4,aut_49.pkl,0.7902500629425049
4,aut_5.pkl,0.9302500486373901
4,aut_7.pkl,0.9975000619888306
4,aut_77.pkl,0.999750018119812
4,aut_63.pkl,0.999750018119812
4,aut_88.pkl,0.9785000681877136
4,aut_89.pkl,0.999750018119812
4,aut_62.pkl,0.9912500381469727
4,aut_76.pkl,0.9952500462532043
4,aut_6.pkl,0.6662500500679016
4,aut_72.pkl,0.9962500333786011
4,aut_66.pkl,0.999750018119812
4,aut_2.pkl,0.999750018119812
4,aut_99.pkl,0.7472500205039978
4,aut_98.pkl,0.9932500720024109
4,aut_3.pkl,0.9947500228881836
4,aut_67.pkl,0.9975000619888306
4,aut_73.pkl,0.7782500386238098
4,aut_65.pkl,0.6637500524520874
4,aut_71.pkl,0.9985000491142273
4,aut_1.pkl,0.9985000491142273
4,aut_59.pkl,0.7747500538825989
4,aut_58.pkl,0.9975000619888306
4,aut_70.pkl,0.9967500567436218
4,aut_64.pkl,0.7950000166893005
5,aut_69.pkl,0.8835000395774841
5,aut_41.pkl,0.9762500524520874
5,aut_55.pkl,0.999750018119812
5,aut_82.pkl,0.9730000495910645
5,aut_96.pkl,0.9967500567436218
5,aut_97.pkl,0.9797500371932983
5,aut_83.pkl,0.999000072479248
5,aut_54.pkl,0.9895000457763672
5,aut_40.pkl,0.9317500591278076
5,aut_68.pkl,0.999250054359436
5,aut_100.pkl,0.9145000576972961
5,aut_56.pkl,0.9927500486373901
5,aut_42.pkl,0.999750018119812
5,aut_95.pkl,0.8242500424385071
5,aut_81.pkl,0.999750018119812
5,aut_80.pkl,0.9985000491142273
5,aut_94.pkl,0.9980000257492065
5,aut_43.pkl,0.9942500591278076
5,aut_57.pkl,0.799250066280365
5,aut_53.pkl,0.9982500672340393
5,aut_47.pkl,0.6417500376701355
5,aut_90.pkl,0.9945000410079956
5,aut_84.pkl,0.6382500529289246
5,aut_85.pkl,0.9977500438690186
5,aut_91.pkl,0.9977500438690186
5,aut_46.pkl,0.9915000200271606
5,aut_52.pkl,0.9965000748634338
5,aut_44.pkl,0.6935000419616699
5,aut_50.pkl,0.9985000491142273
5,aut_8.pkl,0.9987500309944153
5,aut_78.pkl,0.999750018119812
5,aut_87.pkl,0.999750018119812
5,aut_93.pkl,0.8057500123977661
5,aut_92.pkl,0.6635000109672546
5,aut_86.pkl,0.9905000329017639
5,aut_79.pkl,0.9642500281333923
5,aut_51.pkl,0.999750018119812
5,aut_9.pkl,0.9770000576972961
5,aut_45.pkl,0.9937500357627869
5,aut_22.pkl,0.999500036239624
5,aut_36.pkl,0.6932500600814819
5,aut_37.pkl,0.9985000491142273
5,aut_23.pkl,0.706250011920929
5,aut_35.pkl,0.9977500438690186
5,aut_21.pkl,0.9942500591278076
5,aut_20.pkl,0.999750018119812
5,aut_34.pkl,0.999500036239624
5,aut_30.pkl,0.999750018119812
5,aut_24.pkl,0.9970000386238098
5,aut_18.pkl,0.7142500281333923
5,aut_19.pkl,0.9727500677108765
5,aut_25.pkl,0.9912500381469727
5,aut_31.pkl,0.9825000762939453
5,aut_27.pkl,0.999250054359436
5,aut_33.pkl,0.8892500400543213
5,aut_32.pkl,0.9780000448226929
5,aut_26.pkl,0.999750018119812
5,aut_17.pkl,0.999250054359436
5,aut_16.pkl,0.999250054359436
5,aut_28.pkl,0.999750018119812
5,aut_14.pkl,0.9817500710487366
5,aut_15.pkl,0.987250030040741
5,aut_29.pkl,0.967750072479248
5,aut_11.pkl,0.7657500505447388
5,aut_39.pkl,0.9940000176429749
5,aut_38.pkl,0.9987500309944153
5,aut_10.pkl,0.9852500557899475
5,aut_12.pkl,0.9452500343322754
5,aut_13.pkl,0.999500036239624
5,aut_4.pkl,0.8540000319480896
5,aut_48.pkl,0.9902500510215759
5,aut_60.pkl,0.9782500267028809
5,aut_74.pkl,0.9902500510215759
5,aut_75.pkl,0.8060000538825989
5,aut_61.pkl,0.9962500333786011
5,aut_49.pkl,0.999750018119812
5,aut_5.pkl,0.999000072479248
5,aut_7.pkl,0.9942500591278076
5,aut_77.pkl,0.784250020980835
5,aut_63.pkl,0.999500036239624
5,aut_88.pkl,0.9297500252723694
5,aut_89.pkl,0.9270000457763672
5,aut_62.pkl,0.9987500309944153
5,aut_76.pkl,0.6692500114440918
5,aut_6.pkl,0.6520000100135803
5,aut_72.pkl,0.9987500309944153
5,aut_66.pkl,0.999250054359436
5,aut_2.pkl,0.9675000309944153
5,aut_99.pkl,0.7475000619888306
5,aut_98.pkl,0.9930000305175781
5,aut_3.pkl,0.9900000691413879
5,aut_67.pkl,0.9977500438690186
5,aut_73.pkl,0.9892500638961792
5,aut_65.pkl,0.9845000505447388
5,aut_71.pkl,0.999750018119812
5,aut_1.pkl,0.8755000233650208
5,aut_59.pkl,0.7880000472068787
5,aut_58.pkl,0.986750066280365
5,aut_70.pkl,0.999500036239624
5,aut_64.pkl,0.9287500381469727
6,aut_69.pkl,0.971000075340271
6,aut_41.pkl,0.9410000443458557
6,aut_55.pkl,0.8172500133514404
6,aut_82.pkl,0.999750018119812
6,aut_96.pkl,0.7692500352859497
6,aut_97.pkl,0.7170000076293945
6,aut_83.pkl,0.9907500743865967
6,aut_54.pkl,0.6520000100135803
6,aut_40.pkl,0.9910000562667847
6,aut_68.pkl,0.7380000352859497
6,aut_100.pkl,0.9387500286102295
6,aut_56.pkl,0.9615000486373901
6,aut_42.pkl,0.9852500557899475
6,aut_95.pkl,0.999000072479248
6,aut_81.pkl,0.9947500228881836
6,aut_80.pkl,0.7387500405311584
6,aut_94.pkl,0.9920000433921814
6,aut_43.pkl,0.8732500672340393
6,aut_57.pkl,0.999000072479248
6,aut_53.pkl,0.9505000710487366
6,aut_47.pkl,0.6857500076293945
6,aut_90.pkl,0.8342500329017639
6,aut_84.pkl,0.7117500305175781
6,aut_85.pkl,0.7602500319480896
6,aut_91.pkl,0.9765000343322754
6,aut_46.pkl,0.6615000367164612
6,aut_52.pkl,0.9967500567436218
6,aut_44.pkl,0.8990000486373901
6,aut_50.pkl,0.9827500581741333
6,aut_8.pkl,0.799250066280365
6,aut_78.pkl,0.9975000619888306
6,aut_87.pkl,0.7777500152587891
6,aut_93.pkl,0.9967500567436218
6,aut_92.pkl,0.9857500195503235
6,aut_86.pkl,0.9190000295639038
6,aut_79.pkl,0.999750018119812
6,aut_51.pkl,0.7915000319480896
6,aut_9.pkl,0.9955000281333923
6,aut_45.pkl,0.9897500276565552
6,aut_22.pkl,0.9860000610351562
6,aut_36.pkl,0.9987500309944153
6,aut_37.pkl,0.9157500267028809
6,aut_23.pkl,0.7260000109672546
6,aut_35.pkl,0.7512500286102295
6,aut_21.pkl,0.7672500610351562
6,aut_20.pkl,0.721750020980835
6,aut_34.pkl,0.9860000610351562
6,aut_30.pkl,0.9857500195503235
6,aut_24.pkl,0.8760000467300415
6,aut_18.pkl,0.9352500438690186
6,aut_19.pkl,0.9950000643730164
6,aut_25.pkl,0.9937500357627869
6,aut_31.pkl,0.999500036239624
6,aut_27.pkl,0.6980000138282776
6,aut_33.pkl,0.9862500429153442
6,aut_32.pkl,0.9125000238418579
6,aut_26.pkl,0.9752500653266907
6,aut_17.pkl,0.9877500534057617
6,aut_16.pkl,0.999250054359436
6,aut_28.pkl,0.9970000386238098
6,aut_14.pkl,0.999750018119812
6,aut_15.pkl,0.9877500534057617
6,aut_29.pkl,0.9507500529289246
6,aut_11.pkl,0.8650000691413879
6,aut_39.pkl,0.9207500219345093
6,aut_38.pkl,0.8202500343322754
6,aut_10.pkl,0.9770000576972961
6,aut_12.pkl,0.999500036239624
6,aut_13.pkl,0.9862500429153442
6,aut_4.pkl,0.7692500352859497
6,aut_48.pkl,0.8800000548362732
6,aut_60.pkl,0.9972500205039978
6,aut_74.pkl,0.999500036239624
6,aut_75.pkl,0.9387500286102295
6,aut_61.pkl,0.955750048160553
6,aut_49.pkl,0.9962500333786011
6,aut_5.pkl,0.9150000214576721
6,aut_7.pkl,0.9747500419616699
6,aut_77.pkl,0.9952500462532043
6,aut_63.pkl,0.9595000743865967
6,aut_88.pkl,0.8425000309944153
6,aut_89.pkl,0.843250036239624
6,aut_62.pkl,0.7920000553131104
6,aut_76.pkl,0.7972500324249268
6,aut_6.pkl,0.9895000457763672
6,aut_72.pkl,0.8830000162124634
6,aut_66.pkl,0.984000027179718
6,aut_2.pkl,0.862000048160553
6,aut_99.pkl,0.9445000290870667
6,aut_98.pkl,0.9782500267028809
6,aut_3.pkl,0.9820000529289246
6,aut_67.pkl,0.909250020980835
6,aut_73.pkl,0.7397500276565552
6,aut_65.pkl,0.9932500720024109
6,aut_71.pkl,0.8905000686645508
6,aut_1.pkl,0.8752500414848328
6,aut_59.pkl,0.5702500343322754
6,aut_58.pkl,0.999250054359436
6,aut_70.pkl,0.9892500638961792
6,aut_64.pkl,0.6937500238418579
7,aut_69.pkl,0.8942500352859497
7,aut_41.pkl,0.9965000748634338
7,aut_55.pkl,0.986750066280365
7,aut_82.pkl,0.7407500147819519
7,aut_96.pkl,0.9032500386238098
7,aut_97.pkl,0.9982500672340393
7,aut_83.pkl,0.8922500610351562
7,aut_54.pkl,0.999500036239624
7,aut_40.pkl,0.9987500309944153
7,aut_68.pkl,0.9290000200271606
7,aut_100.pkl,0.8165000677108765
7,aut_56.pkl,0.9902500510215759
7,aut_42.pkl,0.8812500238418579
7,aut_95.pkl,0.984000027179718
7,aut_81.pkl,0.8877500295639038
7,aut_80.pkl,0.9012500643730164
7,aut_94.pkl,0.9817500710487366
7,aut_43.pkl,0.999000072479248
7,aut_57.pkl,0.7392500638961792
7,aut_53.pkl,0.7332500219345093
7,aut_47.pkl,0.9067500233650208
7,aut_90.pkl,0.9902500510215759
7,aut_84.pkl,0.8612500429153442
7,aut_85.pkl,0.9375000596046448
7,aut_91.pkl,0.9857500195503235
7,aut_46.pkl,0.9675000309944153
7,aut_52.pkl,0.971250057220459
7,aut_44.pkl,0.843250036239624
7,aut_50.pkl,0.8192500472068787
7,aut_8.pkl,0.955500066280365
7,aut_78.pkl,0.999000072479248
7,aut_87.pkl,0.8782500624656677
7,aut_93.pkl,0.9125000238418579
7,aut_92.pkl,0.9895000457763672
7,aut_86.pkl,0.9637500643730164
7,aut_79.pkl,0.9200000166893005
7,aut_51.pkl,0.8632500171661377
7,aut_9.pkl,0.9067500233650208
7,aut_45.pkl,0.9940000176429749
7,aut_22.pkl,0.6817500591278076
7,aut_36.pkl,0.8850000500679016
7,aut_37.pkl,0.6940000057220459
7,aut_23.pkl,0.8487500548362732
7,aut_35.pkl,0.9897500276565552
7,aut_21.pkl,0.7742500305175781
7,aut_20.pkl,0.9960000514984131
7,aut_34.pkl,0.9635000228881836
7,aut_30.pkl,0.6915000081062317
7,aut_24.pkl,0.8062500357627869
7,aut_18.pkl,0.8602500557899475
7,aut_19.pkl,0.8295000195503235
7,aut_25.pkl,0.7885000109672546
7,aut_31.pkl,0.999000072479248
7,aut_27.pkl,0.9952500462532043
7,aut_33.pkl,0.9650000333786011
7,aut_32.pkl,0.893000066280365
7,aut_26.pkl,0.9935000538825989
7,aut_17.pkl,0.8600000143051147
7,aut_16.pkl,0.956000030040741
7,aut_28.pkl,0.9850000739097595
7,aut_14.pkl,0.9885000586509705
7,aut_15.pkl,0.9505000710487366
7,aut_29.pkl,0.8637500405311584
7,aut_11.pkl,0.8795000314712524
7,aut_39.pkl,0.9732500314712524
7,aut_38.pkl,0.8007500171661377
7,aut_10.pkl,0.999000072479248
7,aut_12.pkl,0.9767500758171082
7,aut_13.pkl,0.7712500095367432
7,aut_4.pkl,0.9755000472068787
7,aut_48.pkl,0.9985000491142273
7,aut_60.pkl,0.8725000619888306
7,aut_74.pkl,0.8782500624656677
7,aut_75.pkl,0.9772500395774841
7,aut_61.pkl,0.811750054359436
7,aut_49.pkl,0.9207500219345093
7,aut_5.pkl,0.9422500729560852
7,aut_7.pkl,0.8582500219345093
7,aut_77.pkl,0.9902500510215759
7,aut_63.pkl,0.9255000352859497
7,aut_88.pkl,0.9720000624656677
7,aut_89.pkl,0.8710000514984131
7,aut_62.pkl,0.7045000195503235
7,aut_76.pkl,0.9887500405311584
7,aut_6.pkl,0.8790000677108765
7,aut_72.pkl,0.6735000610351562
7,aut_66.pkl,0.8610000610351562
7,aut_2.pkl,0.9277500510215759
7,aut_99.pkl,0.9742500185966492
7,aut_98.pkl,0.999250054359436
7,aut_3.pkl,0.9002500176429749
7,aut_67.pkl,0.8135000467300415
7,aut_73.pkl,0.7602500319480896
7,aut_65.pkl,0.6450000405311584
7,aut_71.pkl,0.987250030040741
7,aut_1.pkl,0.9145000576972961
7,aut_59.pkl,0.9062500596046448
7,aut_58.pkl,0.8397500514984131
7,aut_70.pkl,0.8437500596046448
7,aut_64.pkl,0.9275000691413879
8,aut_69.pkl,0.815250039100647
8,aut_41.pkl,0.98375004529953
8,aut_55.pkl,0.7172500491142273
8,aut_82.pkl,0.6070000529289246
8,aut_96.pkl,0.971750020980835
8,aut_97.pkl,0.9235000610351562
8,aut_83.pkl,0.8860000371932983
8,aut_54.pkl,0.6375000476837158
8,aut_40.pkl,0.9582500457763672
8,aut_68.pkl,0.8602500557899475
8,aut_100.pkl,0.7170000076293945
8,aut_56.pkl,0.9170000553131104
8,aut_42.pkl,0.9550000429153442
8,aut_95.pkl,0.9487500190734863
8,aut_81.pkl,0.9787500500679016
